trade_idx,mode,param,old,new,reason,sample_size,recent_pnl,recent_expectancy,recent_win_rate,recent_drawdown,deadband,direction,explain
416,B,session_cap,3.0,2.0,STREAK,10,-341.0,-34.1,0.1,-903.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
420,B,size_mult,0.75,0.5,EXP_NEG,10,-3.0,-0.3,0.2,-368.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-0 vs base $94, band $40) -> turn heat down."
422,B,session_cap,2.0,3.0,RECOVER,10,239.0,23.9,0.3,-344.0,40.0,risk_up,Streak over -> cap back to default.
423,B,min_score,8.0,7.0,RECOVER,10,801.0,80.1,0.4,-275.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
425,B,size_mult,0.5,0.75,HOT,10,1632.0,163.2,0.5,-122.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $163) -> cranks heat UP (this is the hunting behavior).
428,B,min_score,7.0,6.0,RECOVER,10,1864.0,186.4,0.5,-183.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
430,B,size_mult,0.75,1.0,HOT,10,1652.0,165.2,0.4,-219.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $165) -> cranks heat UP (this is the hunting behavior).
430,B,session_cap,3.0,2.0,STREAK,10,1652.0,165.2,0.4,-219.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
434,B,min_score,6.0,7.0,WR_LOW,10,376.0,37.6,0.2,-252.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
436,B,size_mult,1.0,0.75,EXP_NEG,10,-134.0,-13.4,0.1,-160.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-13 vs base $94, band $40) -> turn heat down."
439,B,min_score,7.0,8.0,WR_LOW,10,612.0,61.2,0.2,-130.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
439,B,session_cap,2.0,3.0,RECOVER,10,612.0,61.2,0.2,-130.0,40.0,risk_up,Streak over -> cap back to default.
441,B,size_mult,0.75,1.0,RECOVER,10,965.0,96.5,0.3,-183.0,40.0,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
446,B,size_mult,1.0,1.25,HOT,10,1890.0,189.0,0.4,-183.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $189) -> cranks heat UP (this is the hunting behavior).
446,B,min_score,8.0,7.0,RECOVER,10,1890.0,189.0,0.4,-183.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
446,B,session_cap,3.0,4.0,RECOVER,10,1890.0,189.0,0.4,-183.0,40.0,risk_up,Streak over -> cap back to default.
451,B,size_mult,1.25,1.5,HOT,10,1527.0,152.7,0.4,-103.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $153) -> cranks heat UP (this is the hunting behavior).
451,B,min_score,7.0,6.0,RECOVER,10,1527.0,152.7,0.4,-103.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
456,B,min_score,6.0,0.0,RECOVER,10,2603.0,260.3,0.5,-93.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
461,B,cooldown_skips,0.0,2.0,DD,10,2730.0,273.0,0.6,-434.0,40.0,risk_down,"Rolling drawdown $-434 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
461,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,2730.0,273.0,0.6,-434.0,40.0,risk_down,Day P&L $-659 below -200.0 -> half size for the rest of today.
464,B,session_cap,4.0,3.0,STREAK,10,1049.0,104.9,0.4,-569.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
466,B,cooldown_skips,0.0,2.0,DD,10,396.0,39.6,0.3,-670.0,40.0,risk_down,"Rolling drawdown $-670 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
468,B,size_mult,1.5,1.25,EXP_NEG,10,-124.0,-12.4,0.2,-693.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-12 vs base $98, band $40) -> turn heat down."
468,B,min_score,0.0,6.0,WR_LOW,10,-124.0,-12.4,0.2,-693.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
469,B,session_cap,3.0,4.0,RECOVER,10,96.0,9.6,0.2,-693.0,40.0,risk_up,Streak over -> cap back to default.
470,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,-321.0,-32.1,0.1,-259.0,40.0,risk_down,Day P&L $-232 below -200.0 -> half size for the rest of today.
473,B,min_score,6.0,7.0,WR_LOW,10,446.0,44.6,0.2,-212.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
478,B,min_score,7.0,6.0,RECOVER,10,1037.0,103.7,0.4,-212.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
479,B,size_mult,1.25,1.5,HOT,10,1633.0,163.3,0.4,-103.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $163) -> cranks heat UP (this is the hunting behavior).
483,B,min_score,6.0,0.0,RECOVER,10,2488.0,248.8,0.4,-165.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
487,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,2088.0,208.8,0.3,-165.0,40.0,risk_down,Day P&L $-221 below -200.0 -> half size for the rest of today.
489,B,min_score,0.0,6.0,WR_LOW,10,765.0,76.5,0.2,-334.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
489,B,session_cap,4.0,3.0,STREAK,10,765.0,76.5,0.2,-334.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
489,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,765.0,76.5,0.2,-334.0,40.0,risk_down,Day P&L $-309 below -200.0 -> half size for the rest of today.
494,B,min_score,6.0,7.0,WR_LOW,10,574.0,57.4,0.2,-357.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
495,B,session_cap,3.0,4.0,RECOVER,10,854.0,85.4,0.2,-305.0,40.0,risk_up,Streak over -> cap back to default.
499,B,cooldown_skips,0.0,2.0,DD,10,1531.0,153.1,0.4,-441.0,40.0,risk_down,"Rolling drawdown $-441 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
499,B,min_score,7.0,6.0,RECOVER,10,1531.0,153.1,0.4,-441.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
499,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1531.0,153.1,0.4,-441.0,40.0,risk_down,Day P&L $-637 below -200.0 -> half size for the rest of today.
501,B,session_cap,4.0,3.0,STREAK,10,690.0,69.0,0.3,-544.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
504,B,cooldown_skips,0.0,2.0,DD,10,629.0,62.9,0.4,-663.0,40.0,risk_down,"Rolling drawdown $-663 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
504,B,min_score,6.0,0.0,RECOVER,10,629.0,62.9,0.4,-663.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
504,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,629.0,62.9,0.4,-663.0,40.0,risk_down,Day P&L $-350 below -200.0 -> half size for the rest of today.
506,B,size_mult,1.5,1.25,EXP_NEG,10,-583.0,-58.3,0.2,-779.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-58 vs base $99, band $40) -> turn heat down."
507,B,session_cap,3.0,2.0,STREAK,10,-790.0,-79.0,0.1,-779.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
512,B,session_cap,2.0,3.0,RECOVER,10,1401.0,140.1,0.4,-350.0,40.0,risk_up,Streak over -> cap back to default.
514,B,size_mult,1.25,1.5,HOT,10,1618.0,161.8,0.4,-35.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $162) -> cranks heat UP (this is the hunting behavior).
518,B,session_cap,3.0,2.0,STREAK,10,1095.0,109.5,0.3,-179.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
519,B,min_score,0.0,6.0,WR_LOW,10,551.0,55.1,0.2,-191.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
524,B,min_score,6.0,7.0,WR_LOW,10,136.0,13.6,0.1,-138.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
529,B,min_score,7.0,8.0,WR_LOW,10,166.0,16.6,0.1,-299.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
531,B,size_mult,1.5,1.25,EXP_NEG,10,-377.0,-37.7,0.0,-365.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-38 vs base $97, band $40) -> turn heat down."
533,B,session_cap,2.0,3.0,RECOVER,10,541.0,54.1,0.1,-251.0,40.0,risk_up,Streak over -> cap back to default.
536,B,size_mult,1.25,1.5,HOT,10,2664.0,266.4,0.3,-116.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $266) -> cranks heat UP (this is the hunting behavior).
539,B,min_score,8.0,7.0,RECOVER,10,3226.0,322.6,0.4,-58.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
539,B,session_cap,3.0,4.0,RECOVER,10,3226.0,322.6,0.4,-58.0,40.0,risk_up,Streak over -> cap back to default.
541,B,cooldown_skips,0.0,2.0,DD,10,2817.0,281.7,0.4,-488.0,40.0,risk_down,"Rolling drawdown $-488 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
541,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,2817.0,281.7,0.4,-488.0,40.0,risk_down,Day P&L $-680 below -200.0 -> half size for the rest of today.
544,B,min_score,7.0,6.0,RECOVER,10,2796.0,279.6,0.5,-488.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
546,B,cooldown_skips,0.0,2.0,DD,10,736.0,73.6,0.3,-488.0,40.0,risk_down,"Rolling drawdown $-488 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
547,B,session_cap,4.0,3.0,STREAK,10,706.0,70.6,0.3,-488.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
549,B,min_score,6.0,7.0,WR_LOW,10,141.0,14.1,0.2,-454.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
552,B,cooldown_skips,0.0,2.0,DD,10,70.0,7.0,0.1,-443.0,40.0,risk_down,"Rolling drawdown $-443 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
552,B,session_cap,3.0,2.0,STREAK,10,70.0,7.0,0.1,-443.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
553,B,size_mult,1.5,1.25,EXP_NEG,10,-462.0,-46.2,0.0,-370.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-46 vs base $100, band $40) -> turn heat down."
554,B,min_score,7.0,8.0,WR_LOW,10,-387.0,-38.7,0.0,-355.0,40.0,risk_down,Win rate 0% below floor 25% -> only take higher-quality setups.
558,B,size_mult,1.25,1.0,EXP_NEG,10,-149.0,-14.9,0.1,-212.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-15 vs base $99, band $40) -> turn heat down."
560,B,session_cap,2.0,3.0,RECOVER,10,171.0,17.1,0.2,-178.0,40.0,risk_up,Streak over -> cap back to default.
565,B,session_cap,3.0,2.0,STREAK,10,131.0,13.1,0.2,-230.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
566,B,size_mult,1.0,0.75,EXP_NEG,10,-84.0,-8.4,0.1,-242.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-8 vs base $97, band $40) -> turn heat down."
570,B,session_cap,2.0,3.0,RECOVER,10,4799.0,479.9,0.2,-322.0,40.0,risk_up,Streak over -> cap back to default.
571,B,size_mult,0.75,1.0,HOT,10,6137.0,613.7,0.3,-310.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $614) -> cranks heat UP (this is the hunting behavior).
575,B,session_cap,3.0,2.0,STREAK,10,6297.0,629.7,0.3,-92.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
576,B,size_mult,1.0,1.25,HOT,10,6705.0,670.5,0.4,-92.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $670) -> cranks heat UP (this is the hunting behavior).
576,B,min_score,8.0,7.0,RECOVER,10,6705.0,670.5,0.4,-92.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
580,B,session_cap,2.0,3.0,RECOVER,10,3323.0,332.3,0.4,-92.0,40.0,risk_up,Streak over -> cap back to default.
581,B,size_mult,1.25,1.5,HOT,10,3173.0,317.3,0.4,-92.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $317) -> cranks heat UP (this is the hunting behavior).
581,B,min_score,7.0,6.0,RECOVER,10,3173.0,317.3,0.4,-92.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
585,B,session_cap,3.0,2.0,STREAK,10,3072.0,307.2,0.4,-159.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
586,B,min_score,6.0,0.0,RECOVER,10,3087.0,308.7,0.4,-159.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
591,B,session_cap,2.0,3.0,RECOVER,10,2433.0,243.3,0.4,-110.0,40.0,risk_up,Streak over -> cap back to default.
595,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,2261.0,226.1,0.4,-331.0,40.0,risk_down,Day P&L $-237 below -200.0 -> half size for the rest of today.
596,B,session_cap,3.0,2.0,STREAK,10,1821.0,182.1,0.3,-360.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
597,B,cooldown_skips,0.0,2.0,DD,10,821.0,82.1,0.2,-787.0,40.0,risk_down,"Rolling drawdown $-787 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
597,B,min_score,0.0,6.0,WR_LOW,10,821.0,82.1,0.2,-787.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
597,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,821.0,82.1,0.2,-787.0,40.0,risk_down,Day P&L $-651 below -200.0 -> half size for the rest of today.
599,B,size_mult,1.5,1.25,EXP_NEG,10,-360.0,-36.0,0.1,-925.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-36 vs base $110, band $40) -> turn heat down."
601,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,-1235.0,-123.5,0.0,-1151.0,40.0,risk_down,Day P&L $-370 below -200.0 -> half size for the rest of today.
602,B,cooldown_skips,0.0,2.0,DD,10,-1163.0,-116.3,0.0,-1064.0,40.0,risk_down,"Rolling drawdown $-1064 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
602,B,min_score,6.0,7.0,WR_LOW,10,-1163.0,-116.3,0.0,-1064.0,40.0,risk_down,Win rate 0% below floor 25% -> only take higher-quality setups.
604,B,size_mult,1.25,1.0,EXP_NEG,10,-1041.0,-104.1,0.0,-949.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-104 vs base $109, band $40) -> turn heat down."
605,B,session_cap,2.0,3.0,RECOVER,10,-361.0,-36.1,0.1,-920.0,40.0,risk_up,Streak over -> cap back to default.
607,B,cooldown_skips,0.0,2.0,DD,10,-170.0,-17.0,0.1,-464.0,40.0,risk_down,"Rolling drawdown $-464 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
607,B,min_score,7.0,8.0,WR_LOW,10,-170.0,-17.0,0.1,-464.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
609,B,size_mult,1.0,0.75,EXP_NEG,10,-237.0,-23.7,0.1,-470.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-24 vs base $108, band $40) -> turn heat down."
610,B,session_cap,3.0,2.0,STREAK,10,-237.0,-23.7,0.1,-482.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
612,B,cooldown_skips,0.0,2.0,DD,10,38.0,3.8,0.1,-517.0,40.0,risk_down,"Rolling drawdown $-517 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
614,B,size_mult,0.75,0.5,EXP_NEG,10,-57.0,-5.7,0.1,-646.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-6 vs base $107, band $40) -> turn heat down."
616,B,session_cap,2.0,3.0,RECOVER,10,-52.0,-5.2,0.1,-392.0,40.0,risk_up,Streak over -> cap back to default.
621,B,size_mult,0.5,0.75,RECOVER,10,1458.0,145.8,0.3,-207.0,40.0,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
621,B,session_cap,3.0,4.0,RECOVER,10,1458.0,145.8,0.3,-207.0,40.0,risk_up,Streak over -> cap back to default.
622,B,min_score,8.0,7.0,RECOVER,10,2658.0,265.8,0.4,-207.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
626,B,size_mult,0.75,1.0,HOT,10,2392.0,239.2,0.4,-241.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $239) -> cranks heat UP (this is the hunting behavior).
627,B,min_score,7.0,6.0,RECOVER,10,2380.0,238.0,0.4,-241.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
630,B,cooldown_skips,0.0,2.0,DD,10,1980.0,198.0,0.3,-480.0,40.0,risk_down,"Rolling drawdown $-480 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
630,B,session_cap,4.0,3.0,STREAK,10,1980.0,198.0,0.3,-480.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
633,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1330.0,133.0,0.3,-480.0,40.0,risk_down,Day P&L $-207 below -200.0 -> half size for the rest of today.
635,B,cooldown_skips,0.0,2.0,DD,10,1171.0,117.1,0.3,-480.0,40.0,risk_down,"Rolling drawdown $-480 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
636,B,min_score,6.0,7.0,WR_LOW,10,640.0,64.0,0.2,-456.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
636,B,session_cap,3.0,2.0,STREAK,10,640.0,64.0,0.2,-456.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
640,B,size_mult,1.0,1.25,HOT,10,5859.0,585.9,0.4,-551.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $586) -> cranks heat UP (this is the hunting behavior).
640,B,cooldown_skips,0.0,2.0,DD,10,5859.0,585.9,0.4,-551.0,40.0,risk_down,"Rolling drawdown $-551 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
642,B,min_score,7.0,8.0,WR_LOW,10,3933.0,393.3,0.2,-528.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
645,B,size_mult,1.25,1.5,HOT,10,4619.0,461.9,0.3,-430.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $462) -> cranks heat UP (this is the hunting behavior).
645,B,cooldown_skips,0.0,2.0,DD,10,4619.0,461.9,0.3,-430.0,40.0,risk_down,"Rolling drawdown $-430 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
645,B,session_cap,2.0,3.0,RECOVER,10,4619.0,461.9,0.3,-430.0,40.0,risk_up,Streak over -> cap back to default.
647,B,min_score,8.0,7.0,RECOVER,10,5086.0,508.6,0.4,-430.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
650,B,session_cap,3.0,2.0,STREAK,10,185.0,18.5,0.2,-213.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
652,B,min_score,7.0,8.0,WR_LOW,10,492.0,49.2,0.2,-243.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
655,B,size_mult,1.5,1.25,EXP_NEG,10,-121.0,-12.1,0.1,-410.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-12 vs base $113, band $40) -> turn heat down."
655,B,cooldown_skips,0.0,2.0,DD,10,-121.0,-12.1,0.1,-410.0,40.0,risk_down,"Rolling drawdown $-410 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
658,B,session_cap,2.0,3.0,RECOVER,10,565.0,56.5,0.1,-460.0,40.0,risk_up,Streak over -> cap back to default.
662,B,cooldown_skips,0.0,2.0,DD,10,342.0,34.2,0.1,-403.0,40.0,risk_down,"Rolling drawdown $-403 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
663,B,session_cap,3.0,2.0,STREAK,10,269.0,26.9,0.1,-487.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
667,B,cooldown_skips,0.0,2.0,DD,10,469.0,46.9,0.1,-568.0,40.0,risk_down,"Rolling drawdown $-568 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
668,B,session_cap,2.0,3.0,RECOVER,10,514.0,51.4,0.1,-545.0,40.0,risk_up,Streak over -> cap back to default.
676,B,session_cap,3.0,4.0,RECOVER,10,1251.0,125.1,0.3,-218.0,40.0,risk_up,Streak over -> cap back to default.
679,B,size_mult,1.25,1.5,HOT,10,2209.0,220.9,0.4,-195.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $221) -> cranks heat UP (this is the hunting behavior).
679,B,min_score,8.0,7.0,RECOVER,10,2209.0,220.9,0.4,-195.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
684,B,min_score,7.0,6.0,RECOVER,10,3046.0,304.6,0.4,-58.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
685,B,session_cap,4.0,3.0,STREAK,10,3009.0,300.9,0.4,-107.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
689,B,min_score,6.0,7.0,WR_LOW,10,1225.0,122.5,0.2,-107.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
690,B,session_cap,3.0,2.0,STREAK,10,1271.0,127.1,0.2,-107.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
694,B,min_score,7.0,8.0,WR_LOW,10,3284.0,328.4,0.2,-161.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
702,B,size_mult,1.5,1.25,EXP_NEG,10,-321.0,-32.1,0.0,-298.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-32 vs base $116, band $40) -> turn heat down."
703,B,session_cap,2.0,3.0,RECOVER,10,193.0,19.3,0.1,-286.0,40.0,risk_up,Streak over -> cap back to default.
709,B,size_mult,1.25,1.5,HOT,10,1654.0,165.4,0.4,-155.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $165) -> cranks heat UP (this is the hunting behavior).
709,B,min_score,8.0,7.0,RECOVER,10,1654.0,165.4,0.4,-155.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
709,B,session_cap,3.0,4.0,RECOVER,10,1654.0,165.4,0.4,-155.0,40.0,risk_up,Streak over -> cap back to default.
714,B,min_score,7.0,6.0,RECOVER,10,1458.0,145.8,0.4,-80.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
715,B,session_cap,4.0,3.0,STREAK,10,1245.0,124.5,0.3,-92.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
